5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,Cheekyboi🇫🇮 (Won't Dm you first),https://t.me/scheekyboi
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,Mac,https://t.me/Hodlkingg
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,R-can 🇳🇱🚀,https://t.me/djrcan
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,TheWiseSilverback,https://t.me/TheWiseSilverback
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,K,https://t.me/thekeym
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,Robert,https://t.me/RobbFi
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,Galan,https://t.me/GaIan_Of_Taa
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,John Karony,https://t.me/CPT_HODL_T_MUN
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,ItzNova💫 [Check ADMIN Tag & @ItzN0va],https://t.me/ItzN0va
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,Jos-x [Won't DM First],https://t.me/jos_x_x
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,C,https://t.me/Chris_SFM
8757,S,SAFEMOON,"SafeMoon (SAFEMOON) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. SafeMoon has a current supply of 1,000,000,000,000,000 with 585,536,366,402,812 in circulation. The last known price of SafeMoon is 0.00000172 USD and is up 21.10 over the last 24 hours. It is currently trading on 18 active market(s) with $5,583,125.72 traded over the last 24 hours. More information can be found at https://safemoon.net/.",https://safemoon.net/,https://t.me/safemoonv2,LUCEN₳,https://t.me/lucena023
8766,M,ALICE,"MyNeighborAlice (ALICE) is a cryptocurrency launched in 2021and operates on the Ethereum platform. MyNeighborAlice has a current supply of 100,000,000 with 30,600,000 in circulation. The last known price of MyNeighborAlice is 14.01612974 USD and is up 5.37 over the last 24 hours. It is currently trading on 67 active market(s) with $215,607,903.71 traded over the last 24 hours. More information can be found at https://www.myneighboralice.com/.",https://www.myneighboralice.com/,https://t.me/MyNeighborAlice,snieking,https://t.me/snieking
8766,M,ALICE,"MyNeighborAlice (ALICE) is a cryptocurrency launched in 2021and operates on the Ethereum platform. MyNeighborAlice has a current supply of 100,000,000 with 30,600,000 in circulation. The last known price of MyNeighborAlice is 14.01612974 USD and is up 5.37 over the last 24 hours. It is currently trading on 67 active market(s) with $215,607,903.71 traded over the last 24 hours. More information can be found at https://www.myneighboralice.com/.",https://www.myneighboralice.com/,https://t.me/MyNeighborAlice,Azeem,https://t.me/azm077
8766,M,ALICE,"MyNeighborAlice (ALICE) is a cryptocurrency launched in 2021and operates on the Ethereum platform. MyNeighborAlice has a current supply of 100,000,000 with 30,600,000 in circulation. The last known price of MyNeighborAlice is 14.01612974 USD and is up 5.37 over the last 24 hours. It is currently trading on 67 active market(s) with $215,607,903.71 traded over the last 24 hours. More information can be found at https://www.myneighboralice.com/.",https://www.myneighboralice.com/,https://t.me/MyNeighborAlice,Becks Admin,https://t.me/Becksadmin
8766,M,ALICE,"MyNeighborAlice (ALICE) is a cryptocurrency launched in 2021and operates on the Ethereum platform. MyNeighborAlice has a current supply of 100,000,000 with 30,600,000 in circulation. The last known price of MyNeighborAlice is 14.01612974 USD and is up 5.37 over the last 24 hours. It is currently trading on 67 active market(s) with $215,607,903.71 traded over the last 24 hours. More information can be found at https://www.myneighboralice.com/.",https://www.myneighboralice.com/,https://t.me/MyNeighborAlice,adrianeCM,https://t.me/AdrianeCM
