5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Ejiro | Will never DM you first,https://t.me/DivineEse
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Jason | Will Never DM You First,https://t.me/jason_jays
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Emmanuel | Will Never DM You First,https://t.me/Emmanuel22213
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Hosanna007 | Will never DM you first,https://t.me/CryptoMoore
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Mercy | Will never DM you First,https://t.me/Spicy_Mercie
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Enersto | will Never Dm You First,https://t.me/Guchinpiyo1
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,小B - BMI Knight,https://t.me/BridgeKnight
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,Mike Miglio | BLOCK ME IF I DM YOU FIRST.,https://t.me/mikemiglio
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,HeliosPrime,https://t.me/HeliosPrime
8364,B,BMI,"Bridge Mutual (BMI) is a cryptocurrency and operates on the Ethereum platform. Bridge Mutual has a current supply of 160,000,000 with 64,697,071.16816 in circulation. The last known price of Bridge Mutual is 0.41648911 USD and is up 2.63 over the last 24 hours. It is currently trading on 11 active market(s) with $393,054.35 traded over the last 24 hours. More information can be found at https://bridgemutual.io.",https://bridgemutual.io,https://t.me/bridge_mutual,TAYO | Will Never PM You First,https://t.me/Omotayox8c
