5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,Allen | no reply to DM,https://t.me/allen_defi
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,CX,https://t.me/CX2009
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,Hallow,https://t.me/Hallowblocks_00
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,CM,https://t.me/For_Kor
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,June,https://t.me/JuneChan
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,Lucas26,https://t.me/Lucas26k
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,Kien@ForTube | Will Never DM You First,https://t.me/KienForTube
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,Jeffrey,https://t.me/jeffreysky
4118,F,FOR,"ForTube (FOR) is a cryptocurrency launched in 2018and operates on the Ethereum platform. ForTube has a current supply of 1,000,000,000 with 639,520,000 in circulation. The last known price of ForTube is 0.07130089 USD and is up 8.95 over the last 24 hours. It is currently trading on 30 active market(s) with $13,790,384.45 traded over the last 24 hours. More information can be found at https://for.tube/home.",https://for.tube/home,http://t.me/ForTubeFi,Janet | ForTube,https://t.me/Janetxxxx
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Dmitry|Not DM Me,https://t.me/Dmitry_Prom
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Maximilian | Prometeus Labs,https://t.me/BSOLUTELY
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Jamie | Prometeus Labs,https://t.me/jamiepromlabs
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Ignite,https://t.me/ignite_help
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Prom,https://t.me/promhelper
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Ali raza,https://t.me/Ali_raza1
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,| Yuvraj |,https://t.me/Yuvraj007
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,Vlad (not doing any give aways),https://t.me/VladislavsSem
4120,P,PROM,"Prometeus (PROM) is a cryptocurrency and operates on the Ethereum platform. Prometeus has a current supply of 19,250,000 with 16,450,000 in circulation. The last known price of Prometeus is 13.88889739 USD and is up 2.63 over the last 24 hours. It is currently trading on 19 active market(s) with $10,607,790.60 traded over the last 24 hours. More information can be found at https://prometeus.io/.",https://prometeus.io/,https://t.me/promnetwork,CrptoArm,https://t.me/CrptoArm
4121,S,SAPP,"Sapphire (SAPP) is a cryptocurrency launched in 2019. Sapphire has a current supply of 555,719,404.5221562 with 537,572,915.5229884 in circulation. The last known price of Sapphire is 0.45428488 USD and is up 6.82 over the last 24 hours. It is currently trading on 4 active market(s) with $1,270,798.97 traded over the last 24 hours. More information can be found at https://sappcoin.com/.",https://sappcoin.com/,https://t.me/sapphirecore,Captain,https://t.me/Captain8421
