5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Stick,https://t.me/Stick000
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,⁪⁬⁮⁮⁮⁮ ⁪⁬⁮⁮⁮⁮hossein,https://t.me/Wait_2022
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Sistine 🛰,https://t.me/sistine_1215
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Diego,https://t.me/Diego_Diaz08
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Suhail,https://t.me/SuhailDebar
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Santi,https://t.me/santiacc
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Pablo,https://t.me/StarSapa
11212,S,ATLAS,"Star Atlas (ATLAS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas has a current supply of 36,000,000,000 with 2,160,000,000 in circulation. The last known price of Star Atlas is 0.12788574 USD and is down -6.34 over the last 24 hours. It is currently trading on 19 active market(s) with $38,859,164.56 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,SW4GN3R,https://t.me/mwagner
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Stick,https://t.me/Stick000
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,⁪⁬⁮⁮⁮⁮ ⁪⁬⁮⁮⁮⁮hossein,https://t.me/Wait_2022
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Sistine 🛰,https://t.me/sistine_1215
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Diego,https://t.me/Diego_Diaz08
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Suhail,https://t.me/SuhailDebar
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Santi,https://t.me/santiacc
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,Pablo,https://t.me/StarSapa
11213,S,POLIS,"Star Atlas DAO (POLIS) is a cryptocurrency launched in 2021and operates on the Solana platform. Star Atlas DAO has a current supply of 360,000,000 with 21,600,000 in circulation. The last known price of Star Atlas DAO is 7.6961219 USD and is down -5.24 over the last 24 hours. It is currently trading on 12 active market(s) with $14,414,756.28 traded over the last 24 hours. More information can be found at https://staratlas.com.",https://staratlas.com,https://t.me/staratlasgame,SW4GN3R,https://t.me/mwagner
11221,B,BIT,"BitDAO (BIT) is a cryptocurrency launched in 2021and operates on the Ethereum platform. BitDAO has a current supply of 10,000,000,000 with 586,278,942.8606895 in circulation. The last known price of BitDAO is 2.01259174 USD and is up 3.81 over the last 24 hours. It is currently trading on 23 active market(s) with $88,326,139.89 traded over the last 24 hours. More information can be found at https://www.bitdao.io/.",https://www.bitdao.io/,https://t.me/BitDAO_Official,𝔧𝔢,https://t.me/gmBitDAO
