5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
2010,C,ADA,"Cardano (ADA) is a cryptocurrency launched in 2017. Users are able to generate ADA through the process of mining. Cardano has a current supply of 33,719,282,563.077 with 33,313,246,914.729 in circulation. The last known price of Cardano is 1.43510924 USD and is up 10.04 over the last 24 hours. It is currently trading on 294 active market(s) with $2,524,358,253.48 traded over the last 24 hours. More information can be found at https://www.cardano.org.",https://www.cardano.org,https://t.me/Cardano,Katsumoto [NO giveaways / Don’t DM (me) / Won’t DM (you)],https://t.me/Katsumot0
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,Андрей,https://t.me/Telep0rt
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,Artem,https://t.me/justmyname
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,oliver *Never DMs*,https://t.me/osimon
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,Alex,https://t.me/liucifer504
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,AJ,https://t.me/ajustice8
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,ʎǝɹрuɐ,https://t.me/gravitati0n
2011,T,XTZ,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 898,278,664.716804 with 869,630,396.432917 in circulation. The last known price of Tezos is 4.13143919 USD and is up 4.81 over the last 24 hours. It is currently trading on 172 active market(s) with $213,655,992.85 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",https://www.tezos.com/,https://t.me/tezosplatform,Django,https://t.me/djangobits
2058,A,AST,"AirSwap (AST) is a cryptocurrency and operates on the Ethereum platform. AirSwap has a current supply of 500,000,000 with 150,000,000 in circulation. The last known price of AirSwap is 0.32123053 USD and is up 16.49 over the last 24 hours. It is currently trading on 20 active market(s) with $2,228,877.81 traded over the last 24 hours. More information can be found at https://www.airswap.io/.",https://www.airswap.io/,https://t.me/airswap,,https://t.me/anon
2058,A,AST,"AirSwap (AST) is a cryptocurrency and operates on the Ethereum platform. AirSwap has a current supply of 500,000,000 with 150,000,000 in circulation. The last known price of AirSwap is 0.32123053 USD and is up 16.49 over the last 24 hours. It is currently trading on 20 active market(s) with $2,228,877.81 traded over the last 24 hours. More information can be found at https://www.airswap.io/.",https://www.airswap.io/,https://t.me/airswap,Khurram,https://t.me/KhurramDara
2058,A,AST,"AirSwap (AST) is a cryptocurrency and operates on the Ethereum platform. AirSwap has a current supply of 500,000,000 with 150,000,000 in circulation. The last known price of AirSwap is 0.32123053 USD and is up 16.49 over the last 24 hours. It is currently trading on 20 active market(s) with $2,228,877.81 traded over the last 24 hours. More information can be found at https://www.airswap.io/.",https://www.airswap.io/,https://t.me/airswap,Rick,https://t.me/TheRickestRick
2058,A,AST,"AirSwap (AST) is a cryptocurrency and operates on the Ethereum platform. AirSwap has a current supply of 500,000,000 with 150,000,000 in circulation. The last known price of AirSwap is 0.32123053 USD and is up 16.49 over the last 24 hours. It is currently trading on 20 active market(s) with $2,228,877.81 traded over the last 24 hours. More information can be found at https://www.airswap.io/.",https://www.airswap.io/,https://t.me/airswap,evolve,https://t.me/evolve1
2058,A,AST,"AirSwap (AST) is a cryptocurrency and operates on the Ethereum platform. AirSwap has a current supply of 500,000,000 with 150,000,000 in circulation. The last known price of AirSwap is 0.32123053 USD and is up 16.49 over the last 24 hours. It is currently trading on 20 active market(s) with $2,228,877.81 traded over the last 24 hours. More information can be found at https://www.airswap.io/.",https://www.airswap.io/,https://t.me/airswap,Don,https://t.me/dmosites
2058,A,AST,"AirSwap (AST) is a cryptocurrency and operates on the Ethereum platform. AirSwap has a current supply of 500,000,000 with 150,000,000 in circulation. The last known price of AirSwap is 0.32123053 USD and is up 16.49 over the last 24 hours. It is currently trading on 20 active market(s) with $2,228,877.81 traded over the last 24 hours. More information can be found at https://www.airswap.io/.",https://www.airswap.io/,https://t.me/airswap,Oved,https://t.me/ovedm606
2062,A,AION,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 499,075,379. The last known price of Aion is 0.17421762 USD and is up 6.87 over the last 24 hours. It is currently trading on 16 active market(s) with $21,552,077.64 traded over the last 24 hours. More information can be found at https://theoan.com/.",https://theoan.com/,https://t.me/aion_blockchain,Joseph,https://t.me/a_toad_a_so
2062,A,AION,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 499,075,379. The last known price of Aion is 0.17421762 USD and is up 6.87 over the last 24 hours. It is currently trading on 16 active market(s) with $21,552,077.64 traded over the last 24 hours. More information can be found at https://theoan.com/.",https://theoan.com/,https://t.me/aion_blockchain,Dips,https://t.me/dipeshpd
