5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Chef Cheems (NEVER DM you first),https://t.me/ChefCheems
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Comp (Do NOT DM Me),https://t.me/CakeCompounder
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Secuest - I NEVER SEND DM,https://t.me/SecuestPcs
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Fab!,https://t.me/FabulousXBT
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,🥞Jan The Memer🇵🇱🥞 [WILL NEVER PM & MEME TO YOU FIRST],https://t.me/janthememer
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Bias,https://t.me/BiasGoose
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Chef Nina 🦆 Never DM you first!,https://t.me/ninahaus
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,"Finball (I'm a scammer, if I DM YOU!!)",https://t.me/Finball
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Catü || I don't DM - Don't DM me ||,https://t.me/TomorrowlandForLife
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,aosie #scammer,https://t.me/Aosh1ma
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,LeaN.Scammer,https://t.me/leanDYOR
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,CryptoJack,https://t.me/CryptoJack2018
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Miti,https://t.me/MitiBigT
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,conQueror (K for Kıspetta),https://t.me/gureshci
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Biyo 🥞 (BiNet),https://t.me/Biyo_Binet
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Nicolas 63K or nothing ! (Verify my @),https://t.me/BotInTheHood
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Ceddi,https://t.me/Ceddi200
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Alex - will never pm you first,https://t.me/alexsoh1
7186,P,CAKE,"PancakeSwap (CAKE) is a cryptocurrency and operates on the Binance Smart Chain (BEP20) platform. PancakeSwap has a current supply of 246,868,329.97898638. The last known price of PancakeSwap is 12.43077526 USD and is up 2.99 over the last 24 hours. It is currently trading on 134 active market(s) with $197,049,554.84 traded over the last 24 hours. More information can be found at https://pancakeswap.finance/.",https://pancakeswap.finance/,https://t.me/PancakeSwap,Brain Dead,https://t.me/brainRekt
