5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
5691,S,SKL,"SKALE Network (SKL) is a cryptocurrency and operates on the Ethereum platform. SKALE Network has a current supply of 4,276,664,349 with 2,641,203,115 in circulation. The last known price of SKALE Network is 0.2340224 USD and is up 5.22 over the last 24 hours. It is currently trading on 50 active market(s) with $46,182,008.52 traded over the last 24 hours. More information can be found at https://skale.network/.",https://skale.network/,https://t.me/skaleofficial,Gerrit,https://t.me/dAppGerrit
5691,S,SKL,"SKALE Network (SKL) is a cryptocurrency and operates on the Ethereum platform. SKALE Network has a current supply of 4,276,664,349 with 2,641,203,115 in circulation. The last known price of SKALE Network is 0.2340224 USD and is up 5.22 over the last 24 hours. It is currently trading on 50 active market(s) with $46,182,008.52 traded over the last 24 hours. More information can be found at https://skale.network/.",https://skale.network/,https://t.me/skaleofficial,Ξrik,https://t.me/dAppErik
5691,S,SKL,"SKALE Network (SKL) is a cryptocurrency and operates on the Ethereum platform. SKALE Network has a current supply of 4,276,664,349 with 2,641,203,115 in circulation. The last known price of SKALE Network is 0.2340224 USD and is up 5.22 over the last 24 hours. It is currently trading on 50 active market(s) with $46,182,008.52 traded over the last 24 hours. More information can be found at https://skale.network/.",https://skale.network/,https://t.me/skaleofficial,Yulia,https://t.me/tjuwels
5691,S,SKL,"SKALE Network (SKL) is a cryptocurrency and operates on the Ethereum platform. SKALE Network has a current supply of 4,276,664,349 with 2,641,203,115 in circulation. The last known price of SKALE Network is 0.2340224 USD and is up 5.22 over the last 24 hours. It is currently trading on 50 active market(s) with $46,182,008.52 traded over the last 24 hours. More information can be found at https://skale.network/.",https://skale.network/,https://t.me/skaleofficial,Jack,https://t.me/jackoholleran
5691,S,SKL,"SKALE Network (SKL) is a cryptocurrency and operates on the Ethereum platform. SKALE Network has a current supply of 4,276,664,349 with 2,641,203,115 in circulation. The last known price of SKALE Network is 0.2340224 USD and is up 5.22 over the last 24 hours. It is currently trading on 50 active market(s) with $46,182,008.52 traded over the last 24 hours. More information can be found at https://skale.network/.",https://skale.network/,https://t.me/skaleofficial,Chadwick,https://t.me/cstrange
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,Emanuele,https://t.me/SirLele
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,[Eidoo]Support Matthieu🦜Will never PM you 1st,https://t.me/EidooSupportMatthieu
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,[Eidoo] Support Dave 🦜 $PNT,https://t.me/EidooSupportDave
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,Thomas,https://t.me/ThomasBertani
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,[Eidoo] Support Szabo 🦜 $PNT,https://t.me/EidooSupportSzabo
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,Michele,https://t.me/EidoosupportMichele
5794,p,PNT,"pNetwork (PNT) is a cryptocurrency launched in 2020and operates on the Ethereum platform. pNetwork has a current supply of 82,854,683.46135317 with 41,341,667.80752918 in circulation. The last known price of pNetwork is 1.01541689 USD and is up 14.48 over the last 24 hours. It is currently trading on 25 active market(s) with $25,253,875.99 traded over the last 24 hours. More information can be found at https://p.network/.",https://p.network/,https://t.me/eidoocryptoworld,[Eidoo] Giovanni 🦜$PNT,https://t.me/EidooSupportGiovanni
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,Ilya,https://t.me/ilyasoramitsu
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,𝚆𝚒𝚕𝚕𝚒𝚊𝚖 𝚁𝚁,https://t.me/WRRichter
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,Jack,https://t.me/JackEsky
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,Tay - will never DM first,https://t.me/tayjaf
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,Satoshi,https://t.me/Satoshisoramoto
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,Big Papi,https://t.me/CR7_SIU
5802,S,XOR,"SORA (XOR) is a cryptocurrency and operates on the Ethereum platform. SORA has a current supply of 406,855.25444109 with 406,862.7704247 in circulation. The last known price of SORA is 146.98833572 USD and is up 4.54 over the last 24 hours. It is currently trading on 22 active market(s) with $1,541,352.75 traded over the last 24 hours. More information can be found at https://sora.org/.",https://sora.org/,https://t.me/sora_xor,Medusa 天 💜,https://t.me/Medusora
