5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
8800,D,DORA,"Dora Factory (DORA) is a cryptocurrency and operates on the Ethereum platform. Dora Factory has a current supply of 10,000,000 with 2,970,196.03359176 in circulation. The last known price of Dora Factory is 16.9968442 USD and is up 12.38 over the last 24 hours. It is currently trading on 19 active market(s) with $38,730,451.91 traded over the last 24 hours. More information can be found at https://dorafactory.org/.",https://dorafactory.org/,https://t.me/dorafactory,Steve Ngok,https://t.me/stevedora
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Mark | OCC | $Light,https://t.me/icoinvestr
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Krishna | $LIGHT⚡(I'll never dm you first),https://t.me/kicha1984
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Rock |,https://t.me/rockalistic
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Emma | Average Lightning Enjoyer⚡️,https://t.me/bigboicryptos
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Dory,https://t.me/Doryswims
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Denis,https://t.me/denisdenuto
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Marco,https://t.me/MarcoMazee
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Matthias,https://t.me/theowlkeeper
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Addie $LIGHT,https://t.me/daddiemememaster
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,pax,https://t.me/paxwion
8801,L,LIGHT,"Lightning (LIGHT) is a cryptocurrency launched in 2021and operates on the Binance Smart Chain (BEP20) platform. Lightning has a current supply of 100,000,000 with 64,269,692 in circulation. The last known price of Lightning is 0.46999199 USD and is up 3.22 over the last 24 hours. It is currently trading on 2 active market(s) with $433,008.51 traded over the last 24 hours. More information can be found at https://lightningprotocol.finance/.",https://lightningprotocol.finance/,https://t.me/LightningProtocol,Deep Fucking DeFi,https://t.me/deepfuckingdefi
