5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
5957,D,YFII,"DFI.Money (YFII) is a cryptocurrency and operates on the Ethereum platform. DFI.Money has a current supply of 39,375 with 38,596 in circulation. The last known price of DFI.Money is 2,783.18376068 USD and is up 8.76 over the last 24 hours. It is currently trading on 85 active market(s) with $17,918,490.62 traded over the last 24 hours. More information can be found at https://dfi.money/#/.",https://dfi.money/#/,https://t.me/yfiifinance,Alex (🅐_🅑),https://t.me/y_bob
5957,D,YFII,"DFI.Money (YFII) is a cryptocurrency and operates on the Ethereum platform. DFI.Money has a current supply of 39,375 with 38,596 in circulation. The last known price of DFI.Money is 2,783.18376068 USD and is up 8.76 over the last 24 hours. It is currently trading on 85 active market(s) with $17,918,490.62 traded over the last 24 hours. More information can be found at https://dfi.money/#/.",https://dfi.money/#/,https://t.me/yfiifinance,Wuffle,https://t.me/Wuffle
5957,D,YFII,"DFI.Money (YFII) is a cryptocurrency and operates on the Ethereum platform. DFI.Money has a current supply of 39,375 with 38,596 in circulation. The last known price of DFI.Money is 2,783.18376068 USD and is up 8.76 over the last 24 hours. It is currently trading on 85 active market(s) with $17,918,490.62 traded over the last 24 hours. More information can be found at https://dfi.money/#/.",https://dfi.money/#/,https://t.me/yfiifinance,Terry,https://t.me/itachyon
5957,D,YFII,"DFI.Money (YFII) is a cryptocurrency and operates on the Ethereum platform. DFI.Money has a current supply of 39,375 with 38,596 in circulation. The last known price of DFI.Money is 2,783.18376068 USD and is up 8.76 over the last 24 hours. It is currently trading on 85 active market(s) with $17,918,490.62 traded over the last 24 hours. More information can be found at https://dfi.money/#/.",https://dfi.money/#/,https://t.me/yfiifinance,Yin,https://t.me/mimi2010
5957,D,YFII,"DFI.Money (YFII) is a cryptocurrency and operates on the Ethereum platform. DFI.Money has a current supply of 39,375 with 38,596 in circulation. The last known price of DFI.Money is 2,783.18376068 USD and is up 8.76 over the last 24 hours. It is currently trading on 85 active market(s) with $17,918,490.62 traded over the last 24 hours. More information can be found at https://dfi.money/#/.",https://dfi.money/#/,https://t.me/yfiifinance,Kai,https://t.me/yfiifarmer
5966,S,STC,"Student Coin (STC) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Student Coin has a current supply of 10,000,000,000 with 5,322,747,502 in circulation. The last known price of Student Coin is 0.00470787 USD and is down -4.97 over the last 24 hours. It is currently trading on 17 active market(s) with $1,631,562.59 traded over the last 24 hours. More information can be found at https://www.studentcoin.org/.",https://www.studentcoin.org/,https://t.me/studentcoin,Hugo,https://t.me/hugodutka_stc
5966,S,STC,"Student Coin (STC) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Student Coin has a current supply of 10,000,000,000 with 5,322,747,502 in circulation. The last known price of Student Coin is 0.00470787 USD and is down -4.97 over the last 24 hours. It is currently trading on 17 active market(s) with $1,631,562.59 traded over the last 24 hours. More information can be found at https://www.studentcoin.org/.",https://www.studentcoin.org/,https://t.me/studentcoin,Cezary | Student Coin Team,https://t.me/cezary_s
5966,S,STC,"Student Coin (STC) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Student Coin has a current supply of 10,000,000,000 with 5,322,747,502 in circulation. The last known price of Student Coin is 0.00470787 USD and is down -4.97 over the last 24 hours. It is currently trading on 17 active market(s) with $1,631,562.59 traded over the last 24 hours. More information can be found at https://www.studentcoin.org/.",https://www.studentcoin.org/,https://t.me/studentcoin,Isabel |,https://t.me/isabelstc
5966,S,STC,"Student Coin (STC) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Student Coin has a current supply of 10,000,000,000 with 5,322,747,502 in circulation. The last known price of Student Coin is 0.00470787 USD and is down -4.97 over the last 24 hours. It is currently trading on 17 active market(s) with $1,631,562.59 traded over the last 24 hours. More information can be found at https://www.studentcoin.org/.",https://www.studentcoin.org/,https://t.me/studentcoin,Dihari | Student Coin Team,https://t.me/dihari
5966,S,STC,"Student Coin (STC) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Student Coin has a current supply of 10,000,000,000 with 5,322,747,502 in circulation. The last known price of Student Coin is 0.00470787 USD and is down -4.97 over the last 24 hours. It is currently trading on 17 active market(s) with $1,631,562.59 traded over the last 24 hours. More information can be found at https://www.studentcoin.org/.",https://www.studentcoin.org/,https://t.me/studentcoin,Adam | Student Coin Team,https://t.me/Adam_Urbanski
