5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,Yuki,https://t.me/Yuki_Pan
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,Jose,https://t.me/Jrafaelangarita
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,sabrenda,https://t.me/sabrenda
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,Roma,https://t.me/RomaKaramnov
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,morgan4140#2532,https://t.me/freeman4rr
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,I,https://t.me/IALT7
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,Francisco Javier,https://t.me/fjagosti
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,Kathy | 🌚 Moonbeam & 🌊 Moonriver | I will never DM you for funds,https://t.me/katherineqb
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,Gilang (I will never DM you),https://t.me/venomousz
9285,M,MOVR,"Moonriver (MOVR) is a cryptocurrency launched in 2021. Moonriver has a current supply of 10,181,111 with 2,498,911 in circulation. The last known price of Moonriver is 204.85276938 USD and is down -7.15 over the last 24 hours. It is currently trading on 25 active market(s) with $31,173,106.91 traded over the last 24 hours. More information can be found at https://moonbeam.network/networks/moonriver/.",https://moonbeam.network/networks/moonriver/,https://t.me/Moonbeam_Official,zco 天 ⓐ,https://t.me/zco89
