5,P,PPC,"Peercoin (PPC) is a cryptocurrency . Users are able to generate PPC through the process of mining. Peercoin has a current supply of 27,274,597.41390335. The last known price of Peercoin is 0.79453911 USD and is up 7.34 over the last 24 hours. It is currently trading on 10 active market(s) with $14,780.79 traded over the last 24 hours. More information can be found at http://www.peercoin.net.",http://www.peercoin.net,https://t.me/peercoin,Willy,https://t.me/bananenwilly
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Aaron,https://t.me/ApolloBaw
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Berton_C,https://t.me/Berton_C
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Urban,https://t.me/urbsot
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Denis,https://t.me/ThatDenis
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Jer8888 - $ unidx + fat dinocember,https://t.me/Jer8888
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Shaun,https://t.me/ShaunHawk
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Ilija (won't contact you first),https://t.me/Herja_SAI
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,Jon - Doesn't Private Message,https://t.me/Physix1
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,⟨ Simon |,https://t.me/SitiSchu
9638,S,SDAO,"SingularityDAO (SDAO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. SingularityDAO has a current supply of 100,000,000 with 29,322,684.46922473 in circulation. The last known price of SingularityDAO is 1.50666157 USD and is up 5.73 over the last 24 hours. It is currently trading on 11 active market(s) with $2,925,206.71 traded over the last 24 hours. More information can be found at https://www.singularitydao.ai/.",https://www.singularitydao.ai/,https://t.me/SingularityDAO,🤖 Ibby Benali 🤖,https://t.me/ibbybenali
